ID,Top Buy Offer,Top Sell Offer,Sell Volume,Buy Volume,Sell Volume Week,Buy Volume Week,Backlog,Flat Margin,Percent Margin,Sales Ratio,UNIX Time
INK_SACK:3,2.3,2.7,1000551,2532980,5854771,19771061,0.9,0.4,17.4,2.53,1638891274
